future_break_up,future_break_down,pullback_pips,pullback_pct_of_range
1,0,10633699.999999953,52.45795697280323
1,0,11283300.000000017,105.33130449394153
1,0,13507600.000000093,135.47157700485488
1,0,18800899.999999966,154.85334936702571
1,0,18800899.999999966,154.85334936702571
1,0,15259199.999999983,188.07636843208005
1,0,8948400.00000011,47.59559382795571
1,0,13186900.000000022,70.139727353478
1,0,21700599.999999978,142.21322218727065
1,0,21402799.99999999,193.68348657062035
1,1,31629899.999999907,239.85849593156732
1,1,31629899.999999907,134.57871156325302
1,1,11827200.000000011,120.8806034218437
1,1,11827200.000000011,120.8806034218437
1,0,5997200.000000011,132.09400673993719
1,0,5609100.000000035,163.5210774881922
1,0,8219399.999999878,239.6186811264585
1,0,8818000.00000003,147.03528313212854
1,0,7378200.00000007,123.02741279263749
1,0,4579199.999999982,50.400079245407845
1,0,4579199.999999982,43.82303120783223
1,0,5975999.999999912,67.77046949421516
1,1,6743099.999999977,147.25497903563948
1,0,5942400.000000052,99.4377510040184
1,0,8971300.000000047,150.1221552878209
1,0,17858600.000000007,264.84257982233794
1,0,16353800.000000047,242.52643442926995
1,0,24106799.99999993,268.71022036939803
1,0,23110800.00000002,127.88251373679573
1,0,19923600.000000007,111.5630564545933
1,0,15463699.999999953,56.65915544563508
1,0,14506699.999999983,72.81164046658223
1,0,14506699.999999983,93.81131294580229
1,0,14506699.999999983,94.38567041432478
1,0,15815899.999999965,101.55518598663139
1,0,10959700.000000011,75.54922897695565
1,0,20616600.000000034,142.11778006024844
1,0,16515699.999999924,93.00375603245811
1,0,21394900.000000052,122.88010016541138
1,1,14287900.000000082,134.86657667947287
1,0,12549600.000000063,122.59419539499943
1,0,15016500.000000088,90.68099059765622
1,0,10665800.000000017,65.76154979684208
1,0,9082700.000000041,52.12094432521182
1,0,9576100.000000006,51.321339185705575
1,0,9565299.999999989,63.698598208636724
1,0,8227699.999999896,77.14095520260912
1,0,10215099.999999948,106.67286264763256
1,0,10215099.999999948,92.01052053215179
1,1,14005500.00000003,146.41987182838014
